개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),문화체육업종명,공사립구분명,보험가입여부코드,지도자수,건축물동수,건축물연면적,회원모집총인원,세부업종명,법인명,,,,정보
3040000,CDFH3301022017000005,20171016,,01,영업/정상,13,영업중,,,,,02-456-1404,,,서울특별시 광진구 구의동 229-7번지 3층 ,서울특별시 광진구 광나루로 546, 3층 (구의동, 두성빌딩),05032,광진 유도스쿨,2020-04-13 17:54:47,U,2020-04-15 02:40:00.0,유도,207897.69288255     ,449143.960366905    ,체육도장업,사립,,1,,994.1,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022018000001,20180205,,01,영업/정상,13,영업중,,,,,02-6080-6579,,,서울특별시 광진구 군자동 53-22번지 지층 ,서울특별시 광진구 군자로 153-1, 지층 (군자동),04996,군자코리아유도관,2018-03-30 13:00:22,I,2018-08-31 23:59:59.0,유도,206664.395716927    ,450311.831711431    ,체육도장업,사립,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022018000002,20181121,,01,영업/정상,13,영업중,,,,,02-456-6227,,,서울특별시 광진구 구의동 66-73 2층 ,서울특별시 광진구 광나루로37길 24, 2층 (구의동),04977,킹 태권도장,2021-04-22 09:50:11,U,2021-04-24 02:40:00.0,태권도,207725.549932969    ,449281.551308533    ,체육도장업,사립,,1,,537.91,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022019000001,20191008,,03,폐업,03,폐업,20200508,,,,02-447-7742,,,서울특별시 광진구 구의동 70-8번지 2층 ,서울특별시 광진구 자양로 236, 2층 (구의동),04975,골든라이온,2020-05-11 17:46:47,U,2020-05-13 02:40:00.0,권투,207747.813212436    ,449483.682353644    ,체육도장업,사립,,1,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022019000002,20191204,,03,폐업,03,폐업,20230112,,,,,,,서울특별시 광진구 중곡동 140-3 3층,서울특별시 광진구 용마산로1길 113, 3층 (중곡동),04930,김지룡 총본원,2023-01-12 18:05:31,U,2022-11-30 23:04:00.0,검도,207218.206361516,450496.549986189,,,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022020000001,20200612,,01,영업/정상,13,영업중,,,,,02-453-6550,,,서울특별시 광진구 자양동 553-44번지 3층 ,서울특별시 광진구 뚝섬로 535, 3층 (자양동),05070,백호 합기도,2020-06-12 10:09:21,I,2020-06-14 00:23:33.0,합기도,206090.006049047    ,448098.052538593    ,체육도장업,사립,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022020000002,20200623,,01,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 자양동 611-4번지 2층 ,서울특별시 광진구 자양번영로 56-1, 2층 (자양동),05064,호림 합기도,2020-06-23 18:58:51,I,2020-06-25 00:23:17.0,합기도,206679.812031994    ,448043.25869992     ,체육도장업,사립,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022020000003,20200707,,01,영업/정상,13,영업중,,,,,02-456-8885,,,서울특별시 광진구 중곡동 123-1 3층 ,서울특별시 광진구 용마산로 45, 3층 (중곡동),04924,합기도 비룡체육관,2020-07-07 10:56:42,I,2020-07-09 00:23:16.0,합기도,207678.913806917    ,450591.624253068    ,체육도장업,사립,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022021000001,20211102,,01,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 구의동 242-15 지하1층 ,서울특별시 광진구 아차산로57길 9, 지하1층 (구의동),05042,Rush(러쉬),2021-11-02 15:47:12,I,2021-11-04 00:22:45.0,레슬링,207720.13509251     ,448532.117307184    ,체육도장업,사립,,0,0,0,0,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022022000001,20220412,,01,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 중곡동 193-51,서울특별시 광진구 면목로 132, 2층 (중곡동),04908,히트 플레이스 PT,2022-08-12 14:01:21,U,2021-12-07 23:04:00.0,권투,207092.158906906,451438.322885872,,,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022022000002,20220721,,01,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 자양동 547-64 조양어린이집,서울특별시 광진구 뚝섬로31길 43, 2층 (자양동),05075,비각태권도장,2022-07-21 18:57:00,I,2021-12-06 22:03:00.0,태권도,205956.726633869,448366.788048277,,,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022022000003,20220928,,01,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 구의동 243-66,서울특별시 광진구 아차산로 399, 4층 (구의동),05044,구의복싱,2022-09-28 18:27:12,I,2021-12-08 21:00:00.0,권투,207622.582505948,448374.803680361,,,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022023000001,2023-02-16,,01,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 화양동 3-22,서울특별시 광진구 능동로 141, 3층 (화양동),05011,아지트복싱,2023-02-16 13:36:32,I,2022-12-01 23:08:00.0,권투,206289.878840271,449019.845482083,,,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022023000002,2023-05-11,,01,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 중곡동 341-8,서울특별시 광진구 천호대로 569, 지층 (중곡동),04929,제이복싱,2023-05-11 10:45:30,I,2022-12-04 23:03:00.0,권투,207132.241304677,450502.916083112,,,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022023000003,2023-08-29,,01,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 구의동 253-12,서울특별시 광진구 자양로 189, 4층 (구의동),05024,지안 유도관,2023-08-29 09:01:49,I,2022-12-07 21:01:00.0,유도,207422.394518683,449145.359469598,,,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022023000004,2023-09-08,,01,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 자양동 635-31,서울특별시 광진구 뚝섬로 631, 지층 (자양동),05060,플렉스 복싱 PT,2023-09-11 15:30:08,U,2022-12-08 23:03:00.0,권투,206987.64848634,447763.86372795,,,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
3040000,CDFH3301022023000005,2023-09-25,,01,영업/정상,13,영업중,,,,,,,,서울특별시 광진구 중곡동 40-2,서울특별시 광진구 능동로 374, 301호 (중곡동),04937,MTA 광진태권도,2023-11-01 15:44:23,U,2022-11-01 00:03:00.0,태권도,207240.832113436,451144.024799901,,,,,,,,,,,,서울시광진구체육도장업인허가정보.csv
